ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-04,CVE-2017-18125,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-68326821,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1097885,N/A,N/A,Qualcomm AMSS bulletin: March 2017,N/A,N/A,N/A
2018-04,CVE-2017-11011,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-68326823,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2013571,N/A,N/A,Qualcomm AMSS bulletin: August 2017,N/A,N/A,N/A
2018-04,CVE-2017-13279,Platform,Media framework,libstagefright,2018-04-01,A-68399439,DoS,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/av/0003-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0003-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0003-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0003-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0003-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0004-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0004-M3UParser-detect-variant-streams-without-EXT-X-STREAM-INF.bulletin.patch",N/A,N/A,"In M3UParser::parse of M3UParser.cpp, there is a memory resource exhaustion due to a large loop of pushing items into a vector. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to detect variant streams without EXT-X-STREAM-INF in order to prevent the loop.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-18136,Kernel,Qualcomm closed-source components,Linux,2018-04-05,A-68989810,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2071748,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18140,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-68989811,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2083840,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18135,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-68989813,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2068743,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18142,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-68989814,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2088947,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18138,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-68989815,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2077085,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18139,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-68989819,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2077982,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18129,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-68989822,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2041470,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18132,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-68989825,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2054818,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18133,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-68989826,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2054823,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18072,Kernel,Qualcomm closed-source components,WConnect,2018-04-05,A-68989828,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1087647,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-18126,Kernel,Qualcomm closed-source components,WConnect,2018-04-05,A-68989829,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1099411,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-04,CVE-2017-14880,Kernel,Qualcomm components,IPA WAN driver,N/A,A-68992477,EoP,Moderate,N/A,"https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=cbf3702ae1c5e2cacd6f15a5eb7a799e2f1ed96f,https://source.codeaurora.org/quic/la/kernel/msm-3.10/commit/?id=d72e444dce0b9d20fdcdc4daeb6227e3536eebf7",N/A,Qualcomm,QC-CR#2078734 [2],"In multiple functions of rmnet_ipa.c, there is a possible race condition due to insufficient locking.  This could lead to local escalation of privilege with System execution privileges required.  User interaction is not needed for exploitation.",The fix is designed to add locking.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-1653,Kernel,Kernel components,USB,2018-04-05,A-69052594,ID,High,N/A,https://github.com/torvalds/linux/commit/2e1c42391ff2556387b3cb6308b24f6f65619feb,N/A,Upstream Linux,N/A,"In cdc_parse_cdc_header of message.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add several bounds checks.,N/A,N/A,N/A,N/A
2018-04,CVE-2018-5826,Kernel,Qualcomm components,qcacld-3.0 hdd driver,N/A,A-69128800,ID,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2157283,"In hdd_debugfs_stats_update of drivers/staging/qcacld-3.0/core/hdd/src/wlan_hdd_debugfs_llstat.c, there is an out of bounds read due to a race condition between reading and releasing the debug_fs file resource. This could lead to information disclosure.",The fix is designed to proper locking to avoid race conditions.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13307,Kernel,Kernel components,pci sysfs,N/A,A-69128924,EoP,Moderate,N/A,N/A,code_snippets/ANDROID-69128924.zip,Upstream Linux,N/A,"In driver_override_store of pci-sysfs.c, there is a possible double free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add locking to avoid the race condition.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13285,Platform,System,svox,2018-04-01,A-69177126,RCE,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-6.0.1_r20/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-7.0.0_r1/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-7.1.1_r4/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-7.1.2_r5/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-8.0.0_r1/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch,patches/android-8.1.0_r1/platform/external/svox/0001-SVOX-Properly-initialize-buffers-.bulletin.patch",N/A,N/A,"In SvoxSsmlParser and startElement of svox_ssml_parser.cpp, there is a possible out of bounds write due to an uninitialized buffer.  This could lead to remote code execution in an unprivileged process with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to initialize the buffer.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13290,Platform,System,Bluetooth SDP,2018-04-01,A-69384124,ID,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-6.0.1_r20/platform/system/bt/0002-DO-NOT-MERGE-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-DO-NOT-MERGE-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-DO-NOT-MERGE-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0001-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0001-SDP-Check-p_req_end-before-reading-from-p_req.bulletin.patch",N/A,N/A,"In sdp_server_handle_client_req of sdp_server.cc, there is an out of bounds read due to a missing bounds check.  This could lead to local information disclosure with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to add bounds checks.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13267,Platform,System,Bluetooth,2018-04-01,A-69479009,RCE,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-AVRCP-Check-the-number-of-text-value-attribut.bulletin.patch,patches/android-6.0.1_r20/platform/system/bt/0001-DO-NOT-MERGE-AVRCP-Check-the-number-of-text-value-attribut.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-AVRCP-Check-the-number-of-text-value-attribut.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0001-DO-NOT-MERGE-AVRCP-Check-the-number-of-text-value-attribut.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0001-DO-NOT-MERGE-AVRCP-Check-the-number-of-text-value-attribut.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0002-AVRCP-Check-the-number-of-text-value-attributes-requested.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0002-AVRCP-Check-the-number-of-text-value-attributes-requested.bulletin.patch",N/A,N/A,"In avrc_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible stack corruption due to a missing bounds check. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a bounds check.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13288,Platform,System,Bluetooth LE,2018-04-01,A-69634768,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/base/0007-Fix-bad-type-for-txPower-in-PeriodicAdvertisingReport-serial.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0004-Fix-bad-type-for-txPower-in-PeriodicAdvertisingReport-serial.bulletin.patch",N/A,N/A,"In writeToParcel and readFromParcel of PeriodicAdvertisingReport.java, there is a permission bypass due to a 64/32bit int mismatch. This could lead to a local escalation of privilege where the user can start an activity with system privileges, with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to fix the read/write mismatch.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13286,Platform,System,camera2,2018-04-01,A-69683251,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/base/0002-OutputConfiguration-Fix-missing-mIsShared-in-parcel-read.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0001-OutputConfiguration-Fix-missing-mIsShared-in-parcel-read.bulletin.patch",N/A,N/A,"In writeToParcel and readFromParcel of OutputConfiguration.java, there is a permission bypass due to mismatched serialization. This could lead to a local escalation of privilege where the user can start an activity with system privileges, with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to fix the parcel read/write mismatch.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-5754,Kernel,Kernel components,Memory mapping,2018-04-05,A-69856074,ID,High,N/A,N/A,"code_snippets/ANDROID-69856074_3.18.zip,code_snippets/ANDROID-69856074_4.4.zip",Upstream Linux,N/A,"Speculative execution reading inaccessible memory could cause measurable changes in the cache state, allowing an attacker to use timing checks to determine the content of kernel memory.",The fix is designed to unmap kernel memory while running in user mode.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13302,Platform,System,System UI,N/A,A-69969749,DoS,Moderate,8.0,N/A,patches/android-8.0.0_r1/platform/frameworks/base/0005-AdaptiveIconDrawable-should-not-update-layer-bounds-when-bou.bulletin.patch,N/A,N/A,"In updateLayerBounds of AdaptiveIconDrawable.java, there is a possible infinite loop due to improper input validation.  This could result in a local permanent denial of service, with no additional execution privileges needed.  User interaction is not required for exploitation.","The fix is designed to not update layer bounds if the bounds are empty, preventing the crash and denial of service.",N/A,N/A,N/A,N/A
2018-04,CVE-2017-15115,Kernel,Kernel components,sctp,N/A,A-70217214,EoP,Moderate,N/A,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=df80cd9b28b9ebaa284a41df611dbf3a2d05ca74,N/A,Upstream Linux,N/A,"In sctp_do_peeloff of socket.c, there is a possible escalation of privilege due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to fix the race condition by not peeling off from one netns to another one.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-18128,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-70221448,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2025848,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18146,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-70221449,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2117175,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18144,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-70221450,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2108066,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18145,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-70221453,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2108071,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18147,Kernel,Qualcomm closed-source components,Modem,2018-04-05,A-70221456,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2119741,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18130,Kernel,Qualcomm closed-source components,Multimedia,2018-04-05,A-70221460,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2042483,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18143,Kernel,Qualcomm closed-source components,Secure systems group,2018-04-05,A-70221461,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2098660,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-18127,Kernel,Qualcomm closed-source components,Virtual reality,2018-04-05,A-70221462,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1110260,N/A,N/A,Qualcomm AMSS bulletin: December 2017,N/A,N/A,N/A
2018-04,CVE-2017-17770,Kernel,Qualcomm components,Binder,2018-04-05,A-70237684,EoP,High,N/A,"https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=284f963af0accf7f921ec10e23acafd71c3a724b,https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=3b0c1463e4a6b37d4413a4ba02f1727eeb8693be",N/A,Qualcomm,QC-CR#2103199 [2],"In binder_transaction of binder.c, there is memory corruption due to a use after free.  This could lead to local escalation of privilege with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to dequeue a node before freeing it.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-11075,Kernel,Qualcomm components,Audio DSP driver,N/A,A-70237705,EoP,Moderate,N/A,https://source.codeaurora.org/quic/la/kernel/msm-4.4/commit/?id=7a07165c62926e899b710e1fed31532f31797dd5,N/A,Qualcomm,QC-CR#2098332,"In wdsp_glink_open of wcd-dsp-glink.c, there is a possible use after free due to a race condition.  This could lead to local escalation of privilege with System execution privileges required.  User interaction is not needed for exploitation.",The fix is designed to set wpriv->glink_state.link_state to prevent the race condition.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13306,Kernel,Kernel components,mnh driver,N/A,A-70295063,EoP,Moderate,N/A,N/A,code_snippets/ANDROID-70295063.zip,Upstream Linux,N/A,"In mnh_ion_create_buffer of mnh-sm-ion.c, there is a use after free due to improper locking. This could lead to escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add range and size checks and fix the locking.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13289,Platform,System,RTTManager,2018-04-01,A-70398564,EoP,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/base/0003--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0003--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0003--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0003--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0003--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0008--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0005--RTT-ParcelableRttResults-parcel-code-fix.bulletin.patch",N/A,N/A,"In writeToParcel and createFromParcel of RttManager.java, there is a permission bypass due to a write size mismatch. This could lead to a local escalation of privileges where the user can start an activity with system privileges, with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to fix the read/write mismatch.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13305,Kernel,Kernel components,encrypted-keys,N/A,A-70526974,ID,Moderate,N/A,N/A,code_snippets/ANDROID-70526974.zip,Upstream Linux,N/A,"In valid_master_desc of encrypted.c, there is an out of bounds read due to missing bounds check. This could lead to a local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add bounds checks to avoid the out of bound read.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13278,Platform,Media framework,Media Framework,2018-04-01,A-70546581,EoP,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-Prevent-MediaPlayerService-Client-s-use-.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-Prevent-MediaPlayerService-Client-s-use-.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-Prevent-MediaPlayerService-Client-s-use-.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-Prevent-MediaPlayerService-Client-s-use-.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-Prevent-MediaPlayerService-Client-s-use-.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0001-Prevent-MediaPlayerService-Client-s-use-after-free.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0002-Refactor-MediaPlayerBase-s-notify.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0001-Prevent-MediaPlayerService-Client-s-use-after-free.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0002-Refactor-MediaPlayerBase-s-notify.bulletin.patch",N/A,N/A,"In MediaPlayerService::Client::notify of MediaPlayerService.cpp, there is a possible use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to fix the logic in order to avoid the user after free.,N/A,N/A,N/A,N/A
2018-04,CVE-2017-13304,Kernel,Kernel components,mnh_sm driver,N/A,A-70576999,ID,Moderate,N/A,N/A,code_snippets/ANDROID-70576999.zip,Upstream Linux,N/A,"In mnh_mipi_gen3_host of mnh-mipi.c, there is an out of bounds read due to an incorrect bounds check. This could lead to a local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add bounds checks to avoid the out of bound read.,N/A,N/A,N/A,N/A
