ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-09,CVE-2018-9488,Platform,System,crashdump,2018-09-01,A-110107376,EoP,Moderate,"8.0,8.1,9.0",N/A,"patches/android-8.0.0_r1/platform/system/sepolicy/0001-crash_dump-disallow-ptrace-of-TCB-components.bulletin.patch,patches/android-8.1.0_r1/platform/system/sepolicy/0001-crash_dump-disallow-ptrace-of-TCB-components.bulletin.patch,patches/android-9.0.0_r1/platform/system/sepolicy/0001-crash_dump-disallow-ptrace-of-TCB-components.bulletin.patch",N/A,N/A,"In the SELinux permissions of crash_dump.te, there is a permissions bypass due to a missing restriction.  This could lead to a local escalation of privilege, with System privileges needed.  User interaction is not needed for exploitation.",The fix is designed to disallow ptrace of TCB components.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9483,Platform,System,Bluetooth,2018-09-01,A-110216173,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0006-Don-t-use-Address-after-it-was-deleted.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0006-Don-t-use-Address-after-it-was-deleted.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0006-Don-t-use-Address-after-it-was-deleted.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0007-Don-t-use-Address-after-it-was-deleted.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0004-Don-t-use-Address-after-it-was-deleted.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0005-Don-t-use-Address-after-it-was-deleted.bulletin.patch",N/A,N/A,"In bta_dm_remove_sec_dev_entry of bta_dm_act.cc, there is a possible out of bounds read due to a use after free. This could lead to remote information disclosure over bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to save a copy and rearrange the code to prevent the use after free.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9467,Platform,Android Runtime,Core framework,2018-09-01,A-110955991,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch,patches/android-7.1.1_r4/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch,patches/android-7.1.2_r5/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch,patches/android-8.0.0_r1/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch,patches/android-8.1.0_r1/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch,patches/android-9.0.0_r1/platform/libcore/0001-Fix-hostname-parsing-in-java-net-URLStreamHandler-.bulletin.patch",N/A,N/A,"In the getHost() function of UriTest.java, there is the possibility of incorrect web origin determination. This could lead to incorrect security decisions with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to fix the hostname parsing.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9468,Platform,Framework,DownloadManager,2018-09-01,A-111084083,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch,patches/android-7.1.1_r4/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch,patches/android-7.1.2_r5/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch,patches/android-8.0.0_r1/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch,patches/android-8.1.0_r1/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch,patches/android-9.0.0_r1/platform/packages/providers/DownloadProvider/0001-Remove-public-download-feature-.bulletin.patch",N/A,N/A,"In query of DownloadManager.java, there is a possible read/write of arbitrary files due to a permissions bypass. This could lead to local information disclosure and file rewriting with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to remove the public download feature.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-11855,Kernel,Qualcomm closed-source components,CAPDU,2018-09-05,A-111090533,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2222746,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11824,Kernel,Qualcomm closed-source components,Biometrics,2018-09-05,A-111090697,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2204548,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11858,Kernel,Qualcomm closed-source components,WLAN Embedded SW,2018-09-05,A-111090698,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2224460,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11846,Kernel,Qualcomm closed-source components,RPMB,2018-09-05,A-111091377,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2218401,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11866,Kernel,Qualcomm closed-source components,WLAN Embedded SW,2018-09-05,A-111093021,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2226779,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11865,Kernel,Qualcomm closed-source components,WLAN Embedded SW,2018-09-05,A-111093167,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2226767,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11857,Kernel,Qualcomm closed-source components,WLAN Embedded SW,2018-09-05,A-111093202,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2224333,N/A,N/A,Qualcomm AMSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11842,Kernel,Qualcomm components,WLAN HOST,2018-09-05,A-111124974,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2216741,N/A,N/A,Qualcomm APSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11836,Kernel,Qualcomm components,WLAN HOST,2018-09-05,A-111128620,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2214158,N/A,N/A,Qualcomm APSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-11898,Kernel,Qualcomm components,WLAN HOST,2018-09-05,A-111128799,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2233036,N/A,N/A,Qualcomm APSS bulletin: July 2018,N/A,N/A,N/A
2018-09,CVE-2018-9466,Platform,Android Runtime,libxml,2018-09-01,A-62151041,RCE,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/external/libxml2/0001-RESTRICT-AUTOMERGE-Update-libxml2-to-2-9-8.bulletin.patch,patches/android-7.1.1_r4/platform/external/libxml2/0001-RESTRICT-AUTOMERGE-Update-libxml2-to-2-9-8.bulletin.patch,patches/android-7.1.2_r5/platform/external/libxml2/0001-RESTRICT-AUTOMERGE-Update-libxml2-to-2-9-8.bulletin.patch,patches/android-8.0.0_r1/platform/external/libxml2/0001-RESTRICT-AUTOMERGE-Update-libxml2-to-2-9-8.bulletin.patch,patches/android-8.1.0_r1/platform/external/libxml2/0001-RESTRICT-AUTOMERGE-Update-libxml2-to-2-9-8.bulletin.patch",N/A,N/A,"In the xmlSnprintfElementContent function of valid.c, there is a possible out of bounds write. This could lead to remote escalation of privilege in an unprivileged app with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to update libxml to version 2.9.8.,N/A,N/A,N/A,N/A
2018-09,CVE-2017-18314,Kernel,Qualcomm closed-source components,TrustZone,2018-09-05,A-62213176,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2006560,N/A,N/A,Qualcomm AMSS bulletin: May 2017,N/A,N/A,N/A
2018-09,CVE-2018-11816,Kernel,Qualcomm components,Video,2018-09-05,A-63527106,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2119840,N/A,N/A,Qualcomm APSS bulletin: June 2018,N/A,N/A,N/A
2018-09,CVE-2018-11261,Kernel,Qualcomm components,Video,2018-09-05,A-64340487,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2119840,N/A,N/A,Qualcomm APSS bulletin: June 2018,N/A,N/A,N/A
2018-09,CVE-2017-11004,Kernel,Qualcomm closed-source components,SSC BLSP GPIOs,2018-09-05,A-66913713,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#902127,N/A,N/A,Qualcomm AMSS bulletin: August 2017,N/A,N/A,N/A
2018-09,CVE-2017-18141,Kernel,Qualcomm closed-source components,TEE,2018-09-05,A-67712316,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2084662,N/A,N/A,Qualcomm AMSS bulletin: October 2017,N/A,N/A,N/A
2018-09,CVE-2017-8276,Kernel,Qualcomm closed-source components,QSEE,2018-09-05,A-68141338,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2019926,N/A,N/A,Qualcomm AMSS bulletin: June 2017,N/A,N/A,N/A
2018-09,CVE-2016-10394,Kernel,Qualcomm closed-source components,xbl_sec,2018-09-05,A-68326803,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#1043068,N/A,N/A,Qualcomm AMSS bulletin: December 2016,N/A,N/A,N/A
2018-09,CVE-2016-10408,Kernel,Qualcomm closed-source components,QSEE,2018-09-05,A-68326811,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1064827,N/A,N/A,Qualcomm AMSS bulletin: December 2016,N/A,N/A,N/A
2018-09,CVE-2017-18124,Kernel,Qualcomm closed-source components,Secure boot,2018-09-05,A-68326819,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1096897,N/A,N/A,Qualcomm AMSS bulletin: March 2017,N/A,N/A,N/A
2018-09,CVE-2018-9347,Platform,Update: Media Framework,libstagefright,2018-09-01,A-68664359,DoS,Moderate,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch,patches/android-7.1.1_r4/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch,patches/android-7.1.2_r5/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch,patches/android-8.0.0_r1/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch,patches/android-8.1.0_r1/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch,patches/android-9.0.0_r1/platform/external/sonivox/0001-sonivox-prevent-infinite-loop-in-OTA-ringtones.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/av/0002-MediaExtractor-stop-rendering-when-an-error-occurs.bulletin.patch",N/A,N/A,"In libstagefright code that handles ringtone related processing, there is an infinite loop.  This could lead to remote temporary denial of service with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to prevent the infinite loop.,N/A,N/A,N/A,N/A
2018-09,CVE-2017-15825,Kernel,Qualcomm components,Boot,2018-09-05,A-68992460,N/A,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2096455,N/A,N/A,Qualcomm APSS bulletin: November 2017,N/A,N/A,N/A
2018-09,CVE-2017-5754,Kernel,Kernel components,Kernel Memory,2018-09-05,A-69856074,ID,High,N/A,N/A,code_snippets/ANDROID-69856074.zip,Upstream Linux,Upstream Kernel,"In user and kernel memory, there is a possible out of bounds read due to speculation attacks.  This could lead to local information disclosure with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to unmap the kernel when running in userspace.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9487,Platform,System,VPN,2018-09-01,A-69873852,DoS,High,"8.0,8.1,9.0",N/A,"patches/android-8.0.0_r1/platform/frameworks/base/0002-vpn-allow-IPSec-traffic-through-Always-on-VPN.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0002-vpn-allow-IPSec-traffic-through-Always-on-VPN.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0001-vpn-allow-IPSec-traffic-through-Always-on-VPN.bulletin.patch",N/A,N/A,"In setVpnForcedLocked of Vpn.java, there is a possible blocking of internet traffic through vpn due to a bad uid check. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to fix the uid check to allow for traffic to flow through a VPN.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-3588,Kernel,Qualcomm closed-source components,SSC and GPU,2018-09-05,A-71501117,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2036610,N/A,N/A,Qualcomm AMSS bulletin: January 2018,N/A,N/A,N/A
2018-09,CVE-2018-11950,Kernel,Qualcomm closed-source components,secboot_img_try_oem_secapp_roots,2018-09-05,A-72950814,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2144203,N/A,N/A,Qualcomm AMSS bulletin: February 2018,N/A,N/A,N/A
2018-09,CVE-2018-11951,Kernel,Qualcomm closed-source components,XBL_SEC,2018-09-05,A-72950958,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2142561,N/A,N/A,Qualcomm AMSS bulletin: February 2018,N/A,N/A,N/A
2018-09,CVE-2017-18311,Kernel,Qualcomm closed-source components,MPU Master,2018-09-05,A-73539234,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2008670,N/A,N/A,Qualcomm AMSS bulletin: September 2017,N/A,N/A,N/A
2018-09,CVE-2018-11952,Kernel,Qualcomm closed-source components,U-Boot,2018-09-05,A-74236425,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2163960,N/A,N/A,Qualcomm AMSS bulletin: March 2018,N/A,N/A,N/A
2018-09,CVE-2018-5866,Kernel,Qualcomm closed-source components,HLOS,2018-09-05,A-77484228,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2190235,N/A,N/A,Qualcomm AMSS bulletin: April 2018,N/A,N/A,N/A
2018-09,CVE-2018-5871,Kernel,Qualcomm closed-source components,MAC randomization,2018-09-05,A-77484229,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2133528,N/A,N/A,Qualcomm AMSS bulletin: April 2018,N/A,N/A,N/A
2018-09,CVE-2018-9427,Platform,Update: Media Framework,libstagefright,2018-09-01,A-77486542,RCE,Critical,"8.0,8.1,9.0",N/A,"patches/android-8.0.0_r1/platform/frameworks/av/0003-Allow-kPortModeDynamicANWBuffer-for-kBufferTypeANWBuffer-in-.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0003-Allow-kPortModeDynamicANWBuffer-for-kBufferTypeANWBuffer-in-.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/av/0003-Allow-kPortModeDynamicANWBuffer-for-kBufferTypeANWBuffer-in-.bulletin.patch",N/A,N/A,In CopyToOMX of OMXNodeInstance.cpp there is a possible out-of-bounds write due to an incorrect bounds check. This could lead to remote arbitrary code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid the out-of-bounds write.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9471,Platform,Framework,Location service,2018-09-01,A-77599679,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/frameworks/base/0001-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0002-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0002-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0003-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0003-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0003-Resolve-inconsistent-parcel-read-in-NanoAppFilter.bulletin.patch",N/A,N/A,"In the deserialization constructor of NanoAppFilter.java, there is a possible loss of data due to type confusion. This could lead to local escalation of privilege in the system server with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to resolve the inconsistent Parcel read.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9474,Platform,Media Framework,MediaPlayer,2018-09-01,A-77600398,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/frameworks/base/0002-Fix-TrackInfo-parcel-write.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0003-Fix-TrackInfo-parcel-write.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0003-Fix-TrackInfo-parcel-write.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0004-Fix-TrackInfo-parcel-write.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0004-Fix-TrackInfo-parcel-write.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0004-Fix-TrackInfo-parcel-write.bulletin.patch",N/A,N/A,"In writeToParcel of MediaPlayer.java, there is a possible serialization/deserialization mismatch due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to fix the serialization.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9440,Platform,Media Framework,libstagefright,2018-09-01,A-77823362,DoS,Moderate,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0003-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0003-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0003-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0004-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0004-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/av/0001-M3UParser-make-url-on-demand.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/av/0004-M3UParser-handle-missing-EXT-X-MEDIA-URIs.bulletin.patch",N/A,N/A,In parse of M3UParser.cpp there is a possible resource exhaustion due to improper input validation. This could lead to denial of service with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid resource exhaustion.,N/A,N/A,N/A,N/A
2018-09,CVE-2018-9456,Platform,System,Bluetooth,2018-09-01,A-78136869,DoS,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/system/bt/0007-DO-NOT-MERGE-SDP-Recalculate-param_len-after-max_list_len.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0008-DO-NOT-MERGE-SDP-Fix-the-param_len-recalculation.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0007-DO-NOT-MERGE-SDP-Recalculate-param_len-after-max_list_len.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0008-DO-NOT-MERGE-SDP-Fix-the-param_len-recalculation.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0007-DO-NOT-MERGE-SDP-Fix-the-param_len-recalculation.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0008-DO-NOT-MERGE-SDP-Recalculate-param_len-after-max_list_len.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0008-DO-NOT-MERGE-SDP-Recalculate-param_len-after-max_list_len.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0008-DO-NOT-MERGE-SDP-Recalculate-param_len-after-max_list_len.bulletin.patch",N/A,N/A,"In sdpu_extract_attr_seq of sdp_utils.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to recalculate param_len when necessary.,N/A,N/A,N/A,N/A
2018-09,CVE-2017-18312,Kernel,Qualcomm closed-source components,SafeSwitch,2018-09-05,A-78239234,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#974948,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-09,CVE-2017-18313,Kernel,Qualcomm closed-source components,WLAN Embedded SW,2018-09-05,A-78240387,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#902544,N/A,N/A,Qualcomm AMSS bulletin: January 2017,N/A,N/A,N/A
