ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-12,CVE-2018-11960,Kernel,Qualcomm components,HWEngines,2018-12-05,A-114042002,N/A,High,N/A,https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=18ce15db603e19cfac9a2f4076f255e879100495,N/A,Qualcomm,QC-CR#2264832,N/A,N/A,Qualcomm APSS bulletin: September 2018,N/A,N/A,N/A
2018-12,CVE-2018-9547,Platform,Framework,System server,2018-12-01,A-114223584,EoP,High,"8.1,9",N/A,"patches/android-8.1.0_r1/platform/frameworks/native/0001-libui-add-boundary-check-to-GraphicBuffer-unflatten.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/native/0001-libui-add-boundary-check-to-GraphicBuffer-unflatten.bulletin.patch",N/A,N/A,"In unflatten of GraphicBuffer.cpp, there is a possible bad fd close due to improper input validation. This could lead to local escalation of privilege in the system server with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a boundary check.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-9554,Platform,Media framework,MediaExtractor,2018-12-01,A-114770654,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/frameworks/av/0001-CTS-error-while-media-dump-.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0001-CTS-error-while-media-dump-.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0001-CTS-error-while-media-dump-.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0001-CTS-error-while-media-dump-.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0001-CTS-error-while-media-dump-.bulletin.patch",N/A,N/A,"In dumpExtractors of IMediaExtractor.cp, there is a possible disclosure of recently accessed media files due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a permission check.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-10840,Kernel,Kernel components,ext4 filesystem,2018-12-05,A-116406508,EoP,High,N/A,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10840,N/A,Upstream Linux,N/A,"In ext4_xattr_set_entry of xattr.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege when accessing a malformed ext4 filesystem with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to add a check for nonzero e_value_size.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-9553,Platform,Media framework,libmkvextractor,2018-12-01,A-116615297,RCE,High,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch,patches/android-7.1.1_r4/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch,patches/android-7.1.2_r5/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch,patches/android-8.0.0_r1/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch,patches/android-8.1.0_r1/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch,patches/android-9.0.0_r1/platform/external/libvpx/0001-libwebm-Cherrypick-5a41830-from-upstream.bulletin.patch",N/A,N/A,In MasteringMetadata::Parse of mkvparser.cc there is a possible double free due to an insecure default value. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid the double free.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-9565,Kernel,System,OMA-DM,2018-12-05,A-16680558,ID,High,N/A,N/A,code_snippets/ANDROID-16680558.zip,N/A,N/A,"In readBytes of xltdecwbxml.c, there is a possible out of bounds read due to an integer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.  This only affects Android 9.",The fix is designed to add a check to prevent the integer overflow.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-5869,Kernel,Qualcomm closed-source components,EcoSystem,2018-12-05,A-33385206,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2122480,N/A,N/A,Qualcomm AMSS bulletin: April 2018,N/A,N/A,N/A
2018-12,CVE-2017-18320,Kernel,Qualcomm closed-source components,EcoSystem,2018-12-05,A-33757308,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1061859,N/A,N/A,Qualcomm AMSS bulletin: February 2018,N/A,N/A,N/A
2018-12,CVE-2018-9557,Platform,System,libminzip,2018-12-01,A-35385357,EoP,High,"7.0,7.1.1,7.1.2",N/A,"patches/android-7.0.0_r1/platform/bootable/recovery/0001-DO-NOT-MERGE-Initialize-the-ZipArchive-to-zero-before-parsi.bulletin.patch,patches/android-7.1.1_r4/platform/bootable/recovery/0001-DO-NOT-MERGE-Initialize-the-ZipArchive-to-zero-before-parsi.bulletin.patch,patches/android-7.1.2_r5/platform/bootable/recovery/0001-DO-NOT-MERGE-Initialize-the-ZipArchive-to-zero-before-parsi.bulletin.patch",N/A,N/A,"In really_install_package of install.cpp, there is a possible free of arbitrary memory due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to initialize ZipArchive structs before use.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-9567,Kernel,HTC components,Bootloader,2018-12-05,A-65543936,EoP,High,N/A,N/A,code_snippets/ANDROID-65543936.zip,HTC,N/A,"On Pixel devices there is a bug causing verified boot to show the same certificate fingerprint despite using different signing keys. This may lead to local escalation of privilege if people are relying on those fingerprints to determine what version of the OS the device is running, with System execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to fix the bug and return the correct fingerprint.,N/A,N/A,N/A,N/A
2018-12,CVE-2017-11004,Kernel,Qualcomm closed-source components,Buses,2018-12-05,A-66913713,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#902127,N/A,N/A,Qualcomm AMSS bulletin: August 2017,N/A,N/A,N/A
2018-12,CVE-2017-18141,Kernel,Qualcomm closed-source components,SSG_UK,2018-12-05,A-67712316,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2084662,N/A,N/A,Qualcomm AMSS bulletin: October 2017,N/A,N/A,N/A
2018-12,CVE-2017-8276,Kernel,Qualcomm closed-source components,SSG_Core,2018-12-05,A-68141338,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2019926,N/A,N/A,Qualcomm AMSS bulletin: June 2017,N/A,N/A,N/A
2018-12,CVE-2018-3595,Kernel,Qualcomm closed-source components,EcoSystem,2018-12-05,A-71501115,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2124969,N/A,N/A,Qualcomm AMSS bulletin: January 2018,N/A,N/A,N/A
2018-12,CVE-2017-18329,Kernel,Qualcomm closed-source components,Data Modem,2018-12-05,A-73539037,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2052525,N/A,N/A,Qualcomm AMSS bulletin: September 2017,N/A,N/A,N/A
2018-12,CVE-2017-18330,Kernel,Qualcomm closed-source components,SSG_Core,2018-12-05,A-73539235,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2055937,N/A,N/A,Qualcomm AMSS bulletin: September 2017,N/A,N/A,N/A
2018-12,CVE-2018-11999,Kernel,Qualcomm closed-source components,SSG_Core,2018-12-05,A-74236942,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2164382,N/A,N/A,Qualcomm AMSS bulletin: March 2018,N/A,N/A,N/A
2018-12,CVE-2018-9566,Platform,System,Bluetooth,2018-12-01,A-74249842,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/system/bt/0002-Fix-possible-OOB-read-in-process_service_search_rsp.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-Fix-possible-OOB-read-in-process_service_search_rsp.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-Fix-possible-OOB-read-in-process_service_search_rsp.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0002-Fix-possible-OOB-read.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0002-Fix-possible-OOB-read.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0004-Fix-possible-OOB-read.bulletin.patch",N/A,N/A,"In process_service_search_rsp of sdp_discovery.c, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure when connecting to a malicious Bluetooth device with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to add a bounds check.,N/A,N/A,N/A,N/A
2018-12,CVE-2018-5868,Kernel,Qualcomm closed-source components,Content Protection,2018-12-05,A-77484529,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2181851,N/A,N/A,Qualcomm AMSS bulletin: April 2018,N/A,N/A,N/A
2018-12,CVE-2018-5867,Kernel,Qualcomm closed-source components,Content Protection,2018-12-05,A-77485184,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2181801,N/A,N/A,Qualcomm AMSS bulletin: April 2018,N/A,N/A,N/A
2018-12,CVE-2017-8248,Kernel,Qualcomm closed-source components,MMCP,2018-12-05,A-78135902,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2037811,N/A,N/A,Qualcomm AMSS bulletin: June 2017,N/A,N/A,N/A
2018-12,CVE-2017-18331,Kernel,Qualcomm closed-source components,SSG_Core,2018-12-05,A-78239686,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1072337,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18327,Kernel,Qualcomm closed-source components,EcoSystem,2018-12-05,A-78240177,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1096773,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18326,Kernel,Qualcomm closed-source components,1x,2018-12-05,A-78240324,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1096250,N/A,N/A,Qualcomm AMSS bulletin: April 2017,N/A,N/A,N/A
2018-12,CVE-2017-18321,Kernel,Qualcomm closed-source components,LTE,2018-12-05,A-78283451,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1091041,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18323,Kernel,Qualcomm closed-source components,TD_SCDMA,2018-12-05,A-78284194,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1091050,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18324,Kernel,Qualcomm closed-source components,GERAN,2018-12-05,A-78284517,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1092776,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18332,Kernel,Qualcomm closed-source components,WCDMA,2018-12-05,A-78284545,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1095711,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18319,Kernel,Qualcomm closed-source components,MMCP,2018-12-05,A-78284753,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#986548,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18322,Kernel,Qualcomm closed-source components,WCDMA,2018-12-05,A-78285196,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1091045,N/A,N/A,Qualcomm AMSS bulletin: February 2017,N/A,N/A,N/A
2018-12,CVE-2017-18328,Kernel,Qualcomm closed-source components,UTILS,2018-12-05,A-78286046,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2015845,N/A,N/A,Qualcomm AMSS bulletin: July 2017,N/A,N/A,N/A
2018-12,CVE-2017-5754,Kernel,Qualcomm closed-source components,EcoSystem,2018-12-05,A-79419639,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2168728,N/A,N/A,Qualcomm AMSS bulletin: May 2018,N/A,N/A,N/A
2018-12,CVE-2018-5913,Kernel,Qualcomm closed-source components,SSG_Product,2018-12-05,A-79419833,N/A,Critical,N/A,N/A,N/A,Qualcomm,QC-CR#2192996,N/A,N/A,Qualcomm AMSS bulletin: May 2018,N/A,N/A,N/A
2018-12,CVE-2018-5915,Kernel,Qualcomm closed-source components,Data Modem,2018-12-05,A-79420511,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2187307,N/A,N/A,Qualcomm AMSS bulletin: May 2018,N/A,N/A,N/A
2018-12,CVE-2018-9560,Platform,System,Bluetooth service,2018-12-01,A-79946737,EoP,High,9,N/A,patches/android-9.0.0_r1/platform/system/bt/0003-HIDD-Check-descriptor-length-and-increase-buffer.bulletin.patch,N/A,N/A,"In HID_DevAddRecord of hidd_api.cc, there is a possible out-of-bounds write due to a missing bounds check. This could lead to local escalation of privilege in the Bluetooth service with User execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a bounds checks and fix the allocation size.,N/A,N/A,N/A,N/A
