ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-10,CVE-2018-9514,Kernel,Kernel components,sdcardfs,2018-10-05,A-111642636,EoP,High,N/A,N/A,"code_snippets/ANDROID-111642636.zip,code_snippets/ANDROID-111642636_4.9.zip",Upstream Linux,N/A,"In sdcardfs_open of file.c, there is a possible Use After Free due to an unusual root cause. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to avoid the OVERRIDE_CRED macro in favor of more explicit control flow.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9511,Platform,System,XfrmController,2018-10-01,A-111650288,DoS,High,9.0,N/A,patches/android-9.0.0_r1/platform/system/netd/0001-Set-optlen-for-UDP-encap-check-in-XfrmController.bulletin.patch,N/A,N/A,"In ipSecSetEncapSocketOwner of XfrmController.cpp, there is a possible failure to initialize a security feature due to uninitialized data. This could lead to local denial of service of IPsec on sockets with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to initialize optlen.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9506,Platform,System,Bluetooth,2018-10-01,A-111803925,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0005-DO-NOT-MERGE-Add-missing-AVRCP-message-length-checks-inside.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0005-DO-NOT-MERGE-Add-missing-AVRCP-message-length-checks-inside.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0005-DO-NOT-MERGE-Add-missing-AVRCP-message-length-checks-inside.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0007-Add-missing-AVRCP-message-length-checks-inside-avrc_msg_cbac.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0007-Add-missing-AVRCP-message-length-checks-inside-avrc_msg_cbac.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0005-Add-missing-AVRCP-message-length-checks-inside-avrc_msg_cbac.bulletin.patch",N/A,N/A,"In avrc_msg_cback of avrc_api.cc, there is a possible out-of-bound read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add missing AVRCP message length check inside avrc_msg_cback.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9507,Platform,System,Bluetooth,2018-10-01,A-111893951,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0003-DO-NOT-MERGE-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0003-DO-NOT-MERGE-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0003-DO-NOT-MERGE-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0004-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0004-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0003-Check-packet-length-in-bta_av_proc_meta_cmd.bulletin.patch",N/A,N/A,"In bta_av_proc_meta_cmd of bta_av_act.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to check packet length in bta_av_proc_meta_cmd.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9492,Platform,Framework,Activity Manager Service,2018-10-01,A-111934948,EoP,High,"8.0,8.1,9.0",N/A,"patches/android-8.0.0_r1/platform/frameworks/base/0004-DO-NOT-MERGE-Persistable-Uri-grants-still-require-permissio.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0004-DO-NOT-MERGE-Persistable-Uri-grants-still-require-permissio.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0003-DO-NOT-MERGE-Persistable-Uri-grants-still-require-permissio.bulletin.patch",N/A,N/A,"In checkGrantUriPermissionLocked of ActivityManagerService.java, there is a possible permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to perform an appropriate permissions check.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9502,Platform,System,Bluetooth,2018-10-01,A-111936792,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0009-DO-NOT-MERGE-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0010-DO-NOT-MERGE-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0011-DO-NOT-MERGE-Check-remaining-frame-length-in-rfc_process_mx_.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0009-DO-NOT-MERGE-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0010-DO-NOT-MERGE-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0011-DO-NOT-MERGE-Check-remaining-frame-length-in-rfc_process_mx_.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0009-DO-NOT-MERGE-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0010-DO-NOT-MERGE-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0011-DO-NOT-MERGE-Check-remaining-frame-length-in-rfc_process_mx_.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0010-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0011-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0012-Check-remaining-frame-length-in-rfc_process_mx_message.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0010-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0011-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0012-Check-remaining-frame-length-in-rfc_process_mx_message.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0008-Add-bound-check-for-rfc_parse_data.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0009-Fix-a-wrong-check-in-rfc_parse_data.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0010-Check-remaining-frame-length-in-rfc_process_mx_message.bulletin.patch",N/A,N/A,"In rfc_process_mx_message of rfc_ts_frames.cc, there is a possible out-of-bounds read due to a missing bounds check. This could lead to remote information disclosure in the Bluetooth service with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add length checks.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9508,Platform,System,Bluetooth,2018-10-01,A-111936834,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Fix-OOB-read-before-buffer-length-check.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-DO-NOT-MERGE-Fix-OOB-read-before-buffer-length-check.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-DO-NOT-MERGE-Fix-OOB-read-before-buffer-length-check.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0005-DO-NOT-MERGE-Fix-OOB-read-before-buffer-length-check.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0005-DO-NOT-MERGE-Fix-OOB-read-before-buffer-length-check.bulletin.patch",N/A,N/A,"In smp_process_keypress_notification of smp_act.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed move access to the status variable after the bounds check.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9509,Platform,System,Bluetooth,2018-10-01,A-111937027,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0008-DO-NOT-MERGE-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0008-DO-NOT-MERGE-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0008-DO-NOT-MERGE-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0009-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0009-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0006-Add-packet-length-check-in-smp_proc_master_id.bulletin.patch",N/A,N/A,"In smp_proc_master_id of smp_act.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add packet length check in smp_proc_master_id.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9510,Platform,System,Bluetooth,2018-10-01,A-111937065,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/system/bt/0007-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0007-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0007-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0008-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0008-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0007-Checks-the-SMP-length-to-fix-OOB-read.bulletin.patch",N/A,N/A,"In smp_proc_enc_info of smp_act.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add checks to verify the validity of the packet.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9473,Platform,Media framework,libhevc,2018-10-01,A-65484460,RCE,Critical,8.0,N/A,patches/android-8.0.0_r1/platform/external/libhevc/0001-Fix-overflow-in-sei-user-data-parsing.bulletin.patch,N/A,N/A,"In ihevcd_parse_sei_payload of ihevcd_parse_headers.c, there is a possible out-of-bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to prevent the overflow condition.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9497,Platform,Media framework,libmpeg2,2018-10-01,A-74078669,RCE,Critical,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch,patches/android-7.0.0_r1/platform/external/libmpeg2/0002-Handle-Unsupported-Dimensions-in-Test-App.bulletin.patch,patches/android-7.1.1_r4/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch,patches/android-7.1.1_r4/platform/external/libmpeg2/0002-Handle-Unsupported-Dimensions-in-Test-App.bulletin.patch,patches/android-7.1.2_r5/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch,patches/android-7.1.2_r5/platform/external/libmpeg2/0002-Handle-Unsupported-Dimensions-in-Test-App.bulletin.patch,patches/android-8.0.0_r1/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch,patches/android-8.0.0_r1/platform/external/libmpeg2/0002-Handle-Unsupported-Dimensions-in-Test-App.bulletin.patch,patches/android-8.1.0_r1/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch,patches/android-9.0.0_r1/platform/external/libmpeg2/0001-Adding-check-for-min_width-and-min_height.bulletin.patch",N/A,N/A,In impeg2_fmt_conv_yuv420p_to_yuv420sp_uv_av8 of impeg2_format_conv.s there is a possible out of bounds write due to missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to add bounds checks and fix stride length.,N/A,N/A,N/A,N/A
2018-10,CVE-2017-18315,Kernel,Qualcomm closed-source components,SSG_Core,2018-11-05,A-78241957,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1098829,N/A,N/A,Qualcomm AMSS bulletin: April 2017,N/A,N/A,N/A
2018-10,CVE-2018-9498,Platform,Media framework,libskia,2018-10-01,A-78354855,RCE,Critical,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/external/skia/0001-RESTRICT-AUTOMERGE-Cherry-pick-begin-cleanup-of-malloc-por.bulletin.patch,patches/android-7.1.1_r4/platform/external/skia/0001-RESTRICT-AUTOMERGE-Cherry-pick-begin-cleanup-of-malloc-por.bulletin.patch,patches/android-7.1.2_r5/platform/external/skia/0001-RESTRICT-AUTOMERGE-Cherry-pick-begin-cleanup-of-malloc-por.bulletin.patch,patches/android-8.0.0_r1/platform/external/skia/0001-Cherry-pick-begin-cleanup-of-malloc-porting-layer-.bulletin.patch,patches/android-8.1.0_r1/platform/external/skia/0001-RESTRICT-AUTOMERGE-Cherry-pick-begin-cleanup-of-malloc-por.bulletin.patch",N/A,N/A,"In SkSampler::Fill of SkSampler.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to refactor usage of SkMalloc functionality to prevent the integer overflow.,N/A,N/A,N/A,N/A
2018-10,CVE-2018-9452,Platform,Framework,Layout,2018-10-01,A-78464361,DoS,Moderate,"7.0,7.1.1,7.1.2,8.0,8.1,9.0",N/A,"patches/android-7.0.0_r1/platform/frameworks/base/0001-Optimise-the-hit-test-algorithm.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0004-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0001--automerger-Optimise-the-hit-test-algorithm-am-71ecf5bd5c-.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0004-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0001--automerger-Optimise-the-hit-test-algorithm-am-71ecf5bd5c-.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0004-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0001-Optimise-the-hit-test-algorithm.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0005-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0001-Optimise-the-hit-test-algorithm.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0005-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0004-Fix-crash-during-cursor-moving-on-BiDi-text.bulletin.patch",N/A,N/A,"In getOffsetForHorizontal of Layout.java, there is a possible application hang due to a slow width calculation.  This could lead to remote denial of service if a contact with many hidden unicode characters were sent to the device and used by a local app, with no additional execution privileges needed.  User interaction is needed for exploitation.",The fix is designed to improve the performance of the width calculation.,N/A,N/A,N/A,N/A
