ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-02,CVE-2017-17761,Kernel,Qualcomm components,WLan,2018-02-05,A-68992434,EoP,High,N/A,https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=13e3a516935a0dd90a7bc39e51c30c1592c548b7,N/A,Qualcomm,QC-CR#2114187,"In wma_roam_synch_event_handler in wma.c, there is an integer overflow in a buffer size calculation leading to a buffer overflow. This could lead to local escalation of privilege.",The fix is designed to properly validate input values received from firmware and used in wma_roam_synch_event_handler.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-14910,Kernel,Qualcomm closed-source components,QSSP,2018-02-05,A-62212114,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#1111439,N/A,N/A,Qualcomm AMSS bulletin: May 2017,N/A,N/A,N/A
2018-02,CVE-2017-13239,Platform,Framework,UI Framework,N/A,A-66244132,ID,Moderate,8.0,N/A,patches/android-8.0.0_r1/platform/frameworks/base/0001-DO-NOT-MERGE-Disable-smart-sharing-for-password-fields-.bulletin.patch,N/A,N/A,"There is an error in certain text field configurations where password data would be considered contextually meaningful, and possibly sent to other apps using a “Share” option. This could cause disclosure of obfuscated passwords.",The fix is designed to disable smart sharing for password entry fields.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13240,Platform,Framework,Crypto framework,N/A,A-68694819,ID,Moderate,"8.0,8.1",N/A,"patches/android-8.1.0_r1/platform/frameworks/base/0001-Swap-the-order-of-synthetic-password-wrapping.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0002-Swap-the-order-of-synthetic-password-wrapping.bulletin.patch",N/A,N/A,In SyntheticPasswordCrypto.decryptBlob() an issue in the decryption order could allow an attacker to bypass rate-limiting when testing passwords.,The fix is designed to correct the order of synthetic password wrapping.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13241,Platform,Media framework,Libstagefright_soft_avcenc,N/A,A-69065651,ID,Moderate,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.2_r5/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-5.1.1_r37/platform/frameworks/av/0005-DO-NOT-MERGE-Apply-input-buffer-validation-also-to-AVC-and-.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0001-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0003-Apply-input-buffer-validation-also-to-AVC-and-MPEG4-encoders.bulletin.patch",N/A,N/A,"There is a vulnerability in the AVC encoder where the length of the provided buffer is not validated against the length provided by the caller. If the buffer is too small, the encoder reads extra, uninitialized data.",The fix is designed to correctly check the size of the buffer.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13229,Platform,Media framework,Sonivox,N/A,A-68160703,RCE,Critical,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-7.1.1_r4/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-7.1.2_r5/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-8.0.0_r1/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-8.1.0_r1/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-5.1.1_r37/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-6.0.0_r1/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch,patches/android-6.0.1_r20/platform/external/sonivox/0002-Add-recursion-limit-to-XMF_ReadNode.bulletin.patch",N/A,N/A,"In the XMF_ReadNode function of sonivox, there is excessive recursion leading to a stack exhaustion and possible memory corruption. This could lead to remote code execution in a privileged process.",The fix is designed to add a recursion limit to prevent the stack exhaustion.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13235,Platform,Media framework,Libstagefright M3UParser,N/A,A-68342866,DoS,High,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.2_r5/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-5.1.1_r37/platform/frameworks/av/0006-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0003-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/av/0004-httplive-check-for-malformed-EXT-X-STREAM-INF.bulletin.patch",N/A,N/A,"In M3UParser::parse of M3UParser.cpp, if the m3u has a malformed EXT-X-STREAM-INF, a null pointer dereference could occur. This could lead to a denial of service of a critical system process.",The fix is designed to check for null.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13242,Platform,System,Bluetooth,N/A,A-62672248,ID,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-8.1.0_r1/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-8.1.0_r1/platform/packages/apps/Settings/0001-Fix-BluetoothPairingDialogTest-to-not-expect-device-name.bulletin.patch,patches/android-6.0.0_r1/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-6.0.1_r20/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-7.0.0_r1/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-7.1.1_r4/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-7.1.2_r5/platform/packages/apps/Settings/0002-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-8.0.0_r1/platform/packages/apps/Settings/0003-Reword-bluetooth-confirmation-dialog.bulletin.patch,patches/android-8.0.0_r1/platform/packages/apps/Settings/0002-Fix-BluetoothPairingDialogTest-to-not-expect-device-name.bulletin.patch",N/A,N/A,In the Bluetooth pairing UI a device name that includes new lines can cause warnings on the pairing dialog to be hidden. This could fool a user into pairing with a malicious device.,The fix is designed to rearrange the warning dialog text to prevent important warnings from being hidden.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13243,Platform,System,UI,N/A,A-38258991,ID,Moderate,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0",N/A,"patches/android-5.1.1_r37/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-6.0.0_r1/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-6.0.1_r20/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-7.0.0_r1/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-7.1.1_r4/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-7.1.2_r5/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch,patches/android-8.0.0_r1/platform/packages/apps/Settings/0001-Set-device-credential-s-Window-flag-to-be-SECURE-.bulletin.patch",N/A,N/A,In the system credentials screen apps are not prevented from taking screenshots while the user is entering credentials.,The fix is designed to apply FLAG_SECURE to the credentials screen.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13244,Kernel,Kernel components,Easel,N/A,A-62678986,EoP,Moderate,N/A,N/A,code_snippets/ANDROID-62678986.zip,Upstream Linux,N/A,"In easelcomm_handle_cmd_dma_sg() a negative value can be passed as a length argument, which is then interpreted as an unsigned value, bypassing the size check.",The fix is designed to change the command_arg_len variable to size_t.,N/A,N/A,N/A,N/A
2018-02,CVE-2017-13245,Kernel,Kernel components,Audio driver,N/A,A-64315347,EoP,Moderate,N/A,N/A,code_snippets/ANDROID-64315347.zip,Upstream Linux,N/A,In the MIDI driver global variables in certain ioctl calls are not correctly protected with locks. This could lead to double-free or use-after-free errors in the kernel.,The fix is designed to fix the locking in the affected functions.,N/A,N/A,N/A,N/A
